poemId,allTopics,allProbabilities,topics,topicWords,topicProbabilities
3300,"0,1,2,3","0.6447,0.0073,0.0072,0.3409","0,1,3,2","""夜, 女兒, 婦, 寒, 心, 思, 愁, 旖旎, 淒涼, 淚, 簾, 脈脈, 芝蘭""，""光, 宋, 灌溉, 秋, 西蜀, 點綴""，""人, 冰雪, 周遭, 塵, 影, 新, 燭, 盈盈, 紅燈, 細雨, 蝶, 雲, 香, 魂""，""花茵""","0.64,0.01,0.01,0.34"
3301,"0,1,2,3","0.0238,0.0245,0.0237,0.9280","3,2,1,0","""人, 天, 梨花, 海, 魂""，""春雨""，""淚痕, 重門, 香徑""，""金""","0.02,0.02,0.02,0.93"
3302,"0,1,2,3","0.9212,0.0265,0.0261,0.0262","0,1,3,2","""傷心, 哀, 悲, 死, 華表, 貧賤""，""何年""，""鶴""，""夫妻""","0.92,0.03,0.03,0.03"
3303,"0,1,2,3","0.0336,0.0323,0.0325,0.9016","0,3","""可憐, 成人, 死""，""生, 縱橫, 芝田, 鳥""","0.03,0.90"
3304,"0,1,2,3","0.9020,0.0326,0.0322,0.0332","3,0,1","""人間, 已經, 影""，""傷神, 春, 腸斷""，""何地""","0.90,0.03,0.03"
3305,"0,1,2,3","0.9131,0.0285,0.0287,0.0297","2,0,3","""東風""，""夢, 情, 風波""，""人間, 生, 雨""","0.91,0.03,0.03"
3306,"0,1,2,3","0.8882,0.0369,0.0363,0.0386","0,3,1","""前日, 君, 淚, 滿眼""，""寂寞""，""光""","0.89,0.04,0.04"
3307,"0,1,2,3","0.6675,0.0259,0.0257,0.2809","3,0","""玉軫, 當年, 絃""，""今日, 思, 惘然, 腸斷, 華年""","0.67,0.28"
3308,"0,1,2,3","0.9283,0.0240,0.0240,0.0237","0,1,2,3","""君, 嗚咽, 夜, 憔悴""，""支離, 氣象""，""心力, 朝雲, 綵筆""，""畫""","0.93,0.02,0.02,0.02"
3309,"0,1,2,3","0.9138,0.0288,0.0288,0.0286","0,2","""交親, 傷神, 故人, 斷絕, 書, 死, 泉""，""厚祿""","0.91,0.03"
3310,"0,1,2,3","0.0204,0.0200,0.0197,0.9399","3,1,2,0","""七夕, 不待, 無情, 牽牛, 生, 當年, 笑""，""團扇, 秋""，""織女""，""夜""","0.02,0.02,0.02,0.94"
3311,"0,1,2,3","0.9347,0.0217,0.0215,0.0222","0,2,1,3","""寂寂, 愁, 淚眼, 無限, 病, 花""，""院門""，""湘江""，""千秋, 竹, 血痕""","0.93,0.02,0.02,0.02"
3312,"0,1,2,3","0.6893,0.0443,0.0437,0.2227","0,2,3","""傷心, 兒女, 愁""，""江波""，""塵""","0.69,0.04,0.22"
3313,"0,1,2,3","0.9015,0.0323,0.0326,0.0336","0,3,2","""哭, 寒, 雞""，""愧, 秋天""，""不明, 小樓""","0.90,0.03,0.03"
3314,"0,1,2,3","0.0463,0.0424,0.0423,0.8691","0,3","""病, 車""，""翠, 魂""","0.05,0.87"
3315,"0,1,2,3","0.8458,0.0509,0.0508,0.0524","0,3","""愁, 淚, 詩""，""女""","0.85,0.05"
3316,"0,1,2,3","0.4549,0.0266,0.0258,0.4927","0,1,3","""今宵, 惆悵, 月色""，""去年, 團圓, 獨自""，""時節, 而今, 鶴""","0.45,0.03,0.49"
3317,"0,1,2,3","0.0377,0.0369,0.0385,0.8869","2,3,0","""因循""，""古人, 天意, 湖""，""惆悵, 風""","0.04,0.04,0.89"
3318,"0,1,2,3","0.3472,0.0450,0.0437,0.5641","0,3,1,2","""年華, 斷腸""，""鴛鴦""，""獨自""，""影堂""","0.35,0.05,0.04,0.56"
3319,"0,1,2,3","0.6884,0.0432,0.2253,0.0431","2,0","""墳頭, 空堂""，""九泉, 吾, 學""","0.69,0.23"
3320,"0,1,2,3","0.8077,0.0641,0.0635,0.0647",0,"""心, 愁, 翠色""",0.81
3321,"0,1,2,3","0.0441,0.0439,0.0432,0.8688","3,0,1","""榮辱, 樹, 當時""，""病""，""瑤階""","0.04,0.04,0.87"
3322,"0,1,2,3","0.4605,0.0258,0.4873,0.0264","0,3,2","""五更, 夜, 夢, 春宵, 煙雨""，""池塘""，""惟有, 相近, 細細""","0.46,0.49,0.03"
3323,"0,1,2,3","0.8670,0.0434,0.0433,0.0463","1,0,3","""明月""，""獨, 簾""，""香, 魂""","0.87,0.04,0.05"
3324,"0,1,2,3","0.0273,0.0256,0.0257,0.9214","3,0,2","""冰, 新, 深山, 落日""，""哭, 杜鵑, 淚, 舊""，""黃泉""","0.03,0.03,0.92"
3325,"0,1,2,3","0.9214,0.0270,0.0256,0.0261","0,1","""低垂, 便是, 君, 悲, 淚, 苦""，""湘娥, 相隨""","0.92,0.03"
3326,"0,1,2,3","0.5662,0.0321,0.0323,0.3694","0,3","""哭, 天涯, 書, 獨""，""翠, 閩山, 魂""","0.57,0.37"
3327,"0,1,2,3","0.8990,0.0329,0.0337,0.0344","2,0,3","""分股, 寶釵""，""君, 哀樂, 婢僕, 無緣""，""水""","0.90,0.03,0.03"
3328,"0,1,2,3","0.8906,0.0363,0.0362,0.0369",0,"""感, 病, 舊, 苦, 詩, 風光""",0.89
3329,"0,1,2,3","0.0459,0.0426,0.0426,0.8688","0,3","""愁, 病""，""人, 形骸, 絃""","0.05,0.87"
3330,"0,1,2,3","0.9288,0.0235,0.0231,0.0246","3,0,1","""樹, 海, 秋天, 鸞鳳""，""不休, 思, 恨, 愁, 春""，""秋""","0.93,0.02,0.02"
3331,"0,1,2,3","0.1599,0.0123,0.0126,0.8151","0,2,3,1","""恨, 愁, 感慨, 故國, 殘年, 泥, 絮, 詩, 迢迢, 難""，""病魔, 鶯花""，""人, 天, 碧海, 繾綣, 計展, 蹉跎""，""團圓, 素娥""","0.16,0.01,0.01,0.82"
3332,"0,1,2,3","0.0247,0.0241,0.0239,0.9273","3,0,2,1","""心性, 湖, 生, 雨""，""宵, 寂寥, 死, 肌膚""，""獨木""，""孤舟""","0.02,0.02,0.02,0.93"
3333,"0,1,2,3","0.9336,0.0218,0.0219,0.0227","3,0","""女, 家門, 無方, 諸兒""，""兩鬢, 思, 恨, 情, 梅, 異鄉, 迴腸""","0.93,0.02"
3334,"0,1,2,3","0.2997,0.0198,0.0196,0.6609","0,3,1","""愁, 感, 泉, 病""，""人世, 天, 生, 陰, 風聲, 鶴""，""久旱""","0.30,0.02,0.66"
3335,"0,1,2,3","0.9296,0.0232,0.0234,0.0238","0,3,2","""寥落, 愁, 書, 病, 老年, 花, 詩""，""陰, 風物""，""簾幙""","0.93,0.02,0.02"
3336,"0,1,2,3","0.9475,0.0173,0.0174,0.0178","0,3,1,2","""戀, 斷腸, 春, 淚, 瑤琴, 箋, 花, 蠶""，""人, 影, 新, 雲""，""馬""，""鍾情""","0.95,0.02,0.02,0.02"
3337,"0,1,2,3","0.9827,0.0057,0.0057,0.0059","0,3,1,2","""人生, 去歲, 哭, 夢, 婦, 客, 心, 愁, 感, 戀, 早年, 春, 殘年, 淚, 疾, 病, 窮困, 苦, 衰朽, 詩, 諸子, 難, 餐""，""古人, 和, 德, 海, 生, 終年, 鬼""，""何不, 平時, 沈疴, 風雷""，""回頭, 羅列""","0.98,0.01,0.01,0.01"
3338,"0,1,2,3","0.8713,0.0425,0.0425,0.0438","0,3","""春, 花鳥, 辛苦, 魚""，""蟲""","0.87,0.04"
3339,"0,1,2,3","0.9026,0.0328,0.0325,0.0321","0,1,2","""故土, 行路, 遊子, 難, 飄泊""，""嚴冬""，""棧路""","0.90,0.03,0.03"
3340,"0,1,2,3","0.4268,0.0023,0.0023,0.5686","1,3,0,2","""兄妹, 光, 凋零, 國士, 想像, 節度, 素娥, 茫茫""，""丹荔, 人, 仙, 冰, 塵, 夜臺, 天, 太息, 女, 山, 影, 收拾, 新, 曇花, 林, 樹, 水, 泣, 浪, 猩猩, 玉, 珠, 珠璣, 生, 碧海, 結社, 纏綿, 舊約, 舌, 蓮, 蛾眉, 郎, 閩山, 雲, 靈, 香, 鵂鶹""，""傷神, 參軍, 可憐, 君, 咫尺, 哭, 夜, 宵, 家, 徘徊, 心, 悲歌, 情, 惜, 愛, 斷腸, 明珠, 春, 春花, 死, 泉, 流鶯, 海棠, 燒, 甘, 相思, 箋, 絮, 舊, 花, 蘭, 蠶, 詩, 閨, 雞, 難, 風, 鳳, 黃土""，""一代, 錦箋""","0.43,0.00,0.00,0.57"
3341,"0,1,2,3","0.0342,0.0330,0.0333,0.8994","2,3,0","""徹夜""，""愁人, 樹, 疏疏密密, 風聲""，""愁, 雨聲""","0.03,0.03,0.90"
3342,"0,1,2,3","0.0114,0.0109,0.0109,0.9668","0,3,2,1","""可憐, 夢, 宵, 寒, 心, 情, 愁, 戀, 歸, 淚""，""天氣, 山, 岫, 新, 燭, 舊事, 雲, 風影""，""不斷""，""寒衣, 慕, 玉尺""","0.01,0.01,0.01,0.97"
3343,"0,1,2,3","0.0169,0.0162,0.0164,0.9505","1,3,0,2","""桐, 海上""，""古人, 嚴寒, 塵, 影, 新, 早春, 蝶, 陰""，""書, 殘年, 花, 詩""，""輕寒""","0.02,0.02,0.02,0.95"
3344,"0,1,2,3","0.2346,0.0027,0.0027,0.7600","3,1,0,2","""低徊, 天, 奇, 女, 姊妹, 山, 年年, 新, 晴, 暮, 樹, 歸來, 毿毿, 水, 水晶, 沈檀, 浪, 湖, 無恙, 玉, 珠, 琵琶, 畫, 相映, 笑, 絃, 繁華, 船, 蓮花, 蟬, 雪, 雲, 鶯, 鶴""，""微醺, 成羣, 櫻桃, 江鄉, 漁燈, 風流""，""不堪, 不惜, 今日, 前塵, 可憐, 回首, 夢, 帆, 情, 惆悵, 惜, 愛, 旌旗, 春, 書, 柳, 歸, 江南, 童, 簾, 舊, 花, 蘭, 金, 金錢, 闌, 雞, 風, 風煙, 鸞鏡""，""妝, 癡人, 笙歌, 羅裙, 荷葉, 電鼓""","0.23,0.00,0.00,0.76"
3345,"0,1,2,3","0.7366,0.0031,0.0031,0.2572","1,3,0,2","""光, 千古, 揮毫, 江, 江鄉, 漁, 蒼生""，""三月, 人, 冰, 吳江, 天然, 寄情, 山, 得意, 掩映, 新, 曙星, 水, 江水, 湖, 煙波, 猿, 生, 陰, 雲, 雲霞, 香, 鶴""，""位置, 依舊, 倉皇, 冷, 君, 夕陽, 天涯, 客, 家, 帆, 思, 愁, 扁舟, 故址, 書, 有待, 楓江, 歸, 泥, 淚, 烽火, 無言, 獨, 琴, 空梁, 籬, 舊, 花鳥, 草堂, 荒蕪, 菊, 詞, 追憶, 連環, 風景""，""偉績, 山水, 心路, 靈境""","0.74,0.00,0.00,0.26"
3346,"0,1,2,3","0.5661,0.0039,0.0039,0.4261","3,2,0,1","""不平, 人, 冰, 千絲萬, 呑, 天, 女, 妝飾, 妬, 婉轉, 搖曳, 暮, 松, 笑, 笑靨, 紅妝, 野草, 陰, 隆隆, 靈, 風力""，""喉舌, 巧婦, 朱門, 笙歌, 翡翠, 翻新, 長宵, 黃鶯""，""傷心, 光芒, 君, 吾, 平生, 心, 情, 愛, 摧殘, 文字, 書, 柔, 桃李, 淚, 缺, 腸斷, 花, 苦, 詞, 長夜, 難, 風""，""千古, 團扇, 文錦, 有用, 花樣, 酸辛, 金谷, 頑石, 頭顱""","0.57,0.00,0.00,0.43"
3347,"0,1,2,3","0.5812,0.0054,0.0053,0.4081","0,3,1,2","""君, 哀樂, 喜, 寒, 心, 愁, 春, 曲, 書, 柳, 洋洋, 海隅, 獨, 珍珠, 琳琅, 蘭, 詩, 車, 雁, 餐""，""丹荔, 仙, 前身, 和, 天池, 奇, 火, 石壁, 竹, 舌, 蓮, 蟲, 險, 雨, 雲霞""，""中年, 江, 眼中, 著作, 西蜀, 馬""，""欣賞, 須臾""","0.58,0.01,0.01,0.41"
3348,"0,1,2,3","0.8861,0.0049,0.0049,0.1041","0,2,3,1","""位置, 大厦, 天山, 學, 宦, 家, 寒, 愁, 抑鬱, 歸, 泥, 積雪, 舊, 袁安, 詩, 車, 難, 風""，""寒暑, 爐火, 致富, 長年""，""女, 山, 庭中, 新, 梅花, 歸來, 玉, 生, 笑, 蟲, 行人, 重疊, 風味, 香""，""光, 張融, 戰, 轉身, 連雲, 雪花""","0.89,0.00,0.00,0.10"
3349,"0,1,2,3","0.5445,0.0045,0.0044,0.4466","0,1,2,3","""半生, 參軍, 喜, 夢, 天涯, 客, 家, 延山, 心, 愁, 愛, 憔悴, 春, 書, 柳, 歸, 簾, 絮, 花, 蘭, 金, 風""，""一带, 南國, 宋, 張融, 詩句""，""氤氳, 西園""，""人, 呑, 塵, 山, 愧, 新, 樹, 玉, 珠, 竹, 笑, 翠, 苔, 赢得, 雲, 鳥, 鶯""","0.54,0.00,0.00,0.45"
3350,"0,1,2,3","0.4348,0.0026,0.0026,0.5600","0,1,3,2","""仰, 君, 喜, 夫人, 女兒, 婦, 學, 家, 尋常, 從此, 惜, 春, 晚節, 曲, 書, 梅, 母, 泥, 父, 祥, 箋, 舊, 花, 蘭, 詩, 金, 鏡臺, 閨, 闌, 雲屏, 鳳""，""偉人, 光, 南國, 慕, 海上, 閩南, 霓裳""，""五色, 仙, 儀, 千秋, 君子, 女, 履, 德, 愧, 新, 星, 林, 樹, 水, 火, 玉, 珠, 笙, 蟠桃, 蟾宮, 西池, 門楣, 陰, 雲, 雲霞, 香, 鶴, 鸞, 龍""，""一代, 南極, 名臣, 大廈, 妝, 家事, 文星, 英雄""","0.43,0.00,0.00,0.56"
3351,"0,1,2,3","0.0115,0.0112,0.0111,0.9663","3,0","""倒影, 六月, 吳江, 天, 彩筆, 影, 愧, 晴虹, 松, 淸風, 竹, 翠, 荷亭, 陰, 隆隆, 雲, 驕陽""，""恨, 金, 雨露""","0.01,0.97"
3352,"0,1,2,3","0.5038,0.0032,0.0032,0.4899","3,0,1,2","""丹荔, 人, 人間, 仙, 冰, 塵, 天, 太息, 女, 姊妹, 扇, 有限, 樹, 玉, 珠, 生, 盈盈, 竹, 符, 芙蓉, 蓮, 蝶, 蟬, 郎, 重逢, 須知, 香, 鳥, 鶴, 鸞, 龍""，""兒女, 喜, 夢, 姑, 年華, 延年, 心, 恩, 情, 感, 戀, 斷腸, 春, 曲, 歸, 死, 消息, 無限, 獨, 疾, 箋, 花, 苦, 蘭, 輾轉, 閨, 難, 風, 鳳""，""想像, 秋, 蘭閨""，""根柢""","0.50,0.00,0.00,0.49"
3353,"0,1,2,3","0.9473,0.0172,0.0172,0.0183","3,0","""玲瓏, 畫, 砂, 竹, 香""，""夜, 曲, 碧玉, 秋風, 簾, 籬, 花, 詩, 麂""","0.95,0.02"
3354,"0,1,2,3","0.0112,0.0110,0.5117,0.4662","3,0,2,1","""和, 扇, 歡樂, 芳叢, 蝴蝶, 雲, 龍""，""二月, 春, 無窮, 風""，""成就, 甘醴, 百卉, 翱翔, 花意, 蜀都, 靑驄, 騰空""，""宇宙, 蜚聲""","0.01,0.01,0.51,0.47"
3355,"0,1,2,3","0.0379,0.0375,0.0373,0.8872","3,1,0","""圖畫, 春水, 錦城, 魂""，""萬古""，""詩""","0.04,0.04,0.89"
3356,"0,1,2,3","0.9275,0.0238,0.0241,0.0246","0,3,2,1","""剩有, 家家, 春, 歸, 石, 花市""，""香, 龍""，""遊人""，""馬""","0.93,0.02,0.02,0.02"
3357,"0,1,2,3","0.0295,0.0290,0.0287,0.9128","3,0,1","""垂柳, 斜陽, 新, 新綠, 畫, 雨""，""春""，""江""","0.03,0.03,0.91"
3358,"0,1,2,3","0.8669,0.0435,0.0426,0.0470","0,3,1","""妹, 相思, 骨肉""，""形影""，""兄""","0.87,0.04,0.05"
3359,"0,1,2,3","0.9108,0.0285,0.0309,0.0298","2,3,0","""出庭, 妝, 芳菲""，""人, 攜手""，""海棠, 花""","0.91,0.03,0.03"
3360,"0,1,2,3","0.0242,0.0235,0.9282,0.0241","0,3,2","""寒, 旖旎""，""天氣, 春光, 畫""，""扶疎, 新竹, 杏花, 翠影, 隔窗""","0.02,0.93,0.02"
3361,"0,1,2,3","0.0333,0.0343,0.0324,0.9000","3,1,0","""寒宵, 屈指, 工夫, 燭""，""光, 爭先""，""春""","0.03,0.03,0.90"
3362,"0,1,2,3","0.9288,0.0236,0.0235,0.0242","0,3,1","""夢, 春草, 昨宵, 詩興, 閨, 風""，""人, 新, 西堂""，""雨點""","0.93,0.02,0.02"
3363,"0,1,2,3","0.0297,0.0287,0.0284,0.9132","3,0","""山, 收拾, 松, 淨土, 陰, 雨""，""春, 杜鵑""","0.03,0.91"
3364,"0,1,2,3","0.0321,0.0322,0.9030,0.0327","2,3,1","""喧譁, 波光, 百花, 笑語, 詩社""，""雲影""，""樓臺""","0.03,0.90,0.03"
3365,"0,1,2,3","0.9225,0.0254,0.0260,0.0261","0,3,2","""傷神, 愁, 春, 無言, 風""，""飛花, 香""，""滿身""","0.92,0.03,0.03"
3366,"0,1,2,3","0.9216,0.0258,0.0261,0.0265","0,3,1,2","""南風, 四月, 白雲, 簾, 蘭""，""香""，""氤氲""，""棗花""","0.92,0.03,0.03,0.03"
3367,"0,1,2,3","0.5907,0.0293,0.0289,0.3511","0,3,1","""梅雨, 花, 芳草""，""晴, 樹, 萋萋, 飛過""，""小橋""","0.59,0.03,0.35"
3368,"0,1,2,3","0.0292,0.0287,0.0296,0.9124","3,2,0","""冰, 扇, 畫圖, 輕盈""，""月魄, 江山""，""歸, 風""","0.03,0.03,0.91"
3369,"0,1,2,3","0.9003,0.0321,0.0323,0.0353","3,0,2","""山, 眉, 雲""，""悄悄, 無言, 風""，""茉莉""","0.90,0.03,0.04"
3370,"0,1,2,3","0.0233,0.0233,0.0233,0.9301","2,3,0","""水榭""，""人, 冰, 暑, 船, 荷花, 蓮, 雪, 香""，""風""","0.02,0.02,0.93"
3371,"0,1,2,3","0.9019,0.0326,0.0321,0.0334","0,1,3","""宵, 消夏, 舟, 花, 蘭""，""前溪""，""新""","0.90,0.03,0.03"
3372,"0,1,2,3","0.0291,0.0287,0.0288,0.9134","3,2,0","""女, 林, 歸來, 殘陽, 竹, 風影""，""樹梢""，""草堂""","0.03,0.03,0.91"
3373,"0,1,2,3","0.0294,0.0291,0.3861,0.5555","0,3,2","""風""，""松濤, 畫, 秋水, 芙蕖, 采得""，""小雨, 離騷""","0.03,0.39,0.56"
3374,"0,1,2,3","0.0267,0.0258,0.0256,0.9219","3,0","""乞巧, 女, 年年, 新月, 樓上, 銀河, 雲""，""恨, 詩興""","0.03,0.92"
3375,"0,1,2,3","0.9118,0.0287,0.0299,0.0296","3,2,0","""浣紗, 苔""，""曲徑""，""女兒, 學, 潭水, 花, 西風""","0.91,0.03,0.03"
3376,"0,1,2,3","0.0303,0.0295,0.0283,0.9119","1,3,0","""秋""，""事業, 千秋, 斜陽, 詩卷, 魂""，""歸, 草堂""","0.03,0.03,0.91"
3377,"0,1,2,3","0.9346,0.0217,0.0214,0.0222","0,3,1,2","""夢, 宵, 寒, 落葉, 難, 風""，""冰, 生""，""戰, 零星""，""有聲""","0.93,0.02,0.02,0.02"
3378,"0,1,2,3","0.4502,0.0329,0.0323,0.4846","0,3,1,2","""寂寂, 海棠, 蜀山""，""舊時""，""乾坤, 秋""，""寒螿""","0.45,0.03,0.03,0.48"
3379,"0,1,2,3","0.8876,0.0372,0.0365,0.0386","0,3","""寒, 死, 舟, 詩""，""塘, 芙蓉""","0.89,0.04"
3380,"0,1,2,3","0.9284,0.0238,0.0233,0.0246","0,3,1","""泉, 關心, 風, 鴉""，""暮, 林, 樹, 秋意""，""桐, 風雨""","0.93,0.02,0.02"
3381,"0,1,2,3","0.0265,0.0255,0.0263,0.9217","3,0,2","""寺, 少陵, 晴, 結伴, 雪""，""梅, 花""，""癡心""","0.03,0.03,0.92"
3382,"0,1,2,3","0.9265,0.0251,0.0242,0.0242","1,0,2,3","""九九, 梅蕊, 漫天""，""今日, 佳句, 風雪""，""偷, 妝""，""新, 消寒""","0.93,0.03,0.02,0.02"
3383,"0,1,2,3","0.9110,0.0291,0.0285,0.0314","1,0,3","""去年, 詩句""，""夢, 帆, 無限, 花, 離愁""，""翠""","0.91,0.03,0.03"
3384,"0,1,2,3","0.8688,0.0438,0.0431,0.0443","0,3","""籬, 結子, 菊""，""人, 秋花""","0.87,0.04"
3385,"0,1,2,3","0.9624,0.0124,0.0124,0.0128","0,3,2,1","""人生, 君, 哀, 心, 悵望, 情, 淚, 苦, 蒼茫, 長征, 雁, 離別""，""初日, 旌, 林, 風沙""，""伫立, 慊慊, 老母""，""馬""","0.96,0.01,0.01,0.01"
3386,"0,1,2,3","0.9685,0.0104,0.0102,0.0110","0,3","""中心, 仰, 哀, 宦, 寒, 思, 愁, 故里, 朔風, 歲暮, 白雲, 積雪, 苦, 蜀山, 遊子, 馬蹏""，""塵, 崖, 暮, 水, 猿, 玉, 陰, 靡靡""","0.97,0.01"
3387,"0,1,2,3","0.9533,0.0154,0.0153,0.0160","0,3,2","""夜, 夢, 家, 柳, 歸, 花, 蠶, 邯鄲, 長衢, 風雪""，""山, 春光, 暮, 險, 雲""，""華胥""","0.95,0.02,0.02"
3388,"0,1,2,3","0.0149,0.0145,0.0144,0.9562","0,3,2,1","""君, 夢, 鳳凰""，""儀, 少年, 德, 池, 浪, 玉, 翠, 逶迆, 雲, 靈""，""天宇, 追隨""，""風雲""","0.01,0.01,0.01,0.96"
3389,"0,1,2,3","0.0161,0.0152,0.0150,0.9536","1,3,0","""遠峯""，""天, 晴, 樹, 漠漠, 雲, 香, 鱗""，""寒, 心, 思, 情, 舟, 花, 蘭""","0.02,0.02,0.95"
3390,"0,1,2,3","0.0226,0.0215,0.0215,0.9345","0,3","""天空, 曲, 柳, 泉, 湖上, 花, 鮮""，""小憇, 山, 春遊, 景物""","0.02,0.93"
3391,"0,1,2,3","0.9385,0.0205,0.0201,0.0209","3,0,1","""古今, 四面, 松濤, 陰""，""寒, 山川, 心, 感, 桂樹, 詩""，""愴然, 霸氣""","0.94,0.02,0.02"
3392,"0,1,2,3","0.6313,0.0060,0.0059,0.3568","0,3,1,2","""人生, 但願, 夕陽, 夢, 妙, 情, 成行, 文章, 春, 歡聚, 洋洋, 燦爛, 芝蘭, 花, 草堂, 詩, 錦囊, 雁, 風""，""千秋, 天, 松, 水, 海, 湘簾, 瀟湘, 琳瑯, 生, 翰墨, 雲, 雲影, 香, 騷人""，""光, 吟咏, 明月, 樓閣, 蒼蒼, 詩人""，""波光""","0.63,0.01,0.01,0.36"
3393,"0,1,2,3","0.0602,0.0031,0.0031,0.9337","3,0,2,1","""人, 今朝, 侍女, 塘, 女, 影, 掩映, 新, 春波, 柔情, 桃花, 歸來, 水, 水面, 池, 浪, 玉, 珠, 生, 翠, 船, 蓮, 蓮子, 蓮花, 蓮葉, 輕風, 重疊, 雲, 露珠, 題詩, 香, 鮫綃, 鱗""，""不忍, 千里, 參差, 回首, 夏, 夜, 愁, 春, 昨宵, 曲, 杜宇, 柳, 歸, 簾, 美酒, 花, 花蕊, 芳草, 風, 魚""，""妝, 無力, 羅裙, 臙脂, 茱萸, 荷風, 融融""，""一身, 搖蕩, 江, 秋""","0.06,0.00,0.00,0.93"
3394,"0,1,2,3","0.0241,0.0234,0.7032,0.2492","2,3,0","""料峭, 月上, 螢火, 輕寒""，""人, 影, 新, 玲瓏, 畫""，""紙窗""","0.02,0.70,0.25"
3395,"0,1,2,3","0.0520,0.0533,0.0528,0.8420","2,3,1","""流雲""，""人, 昔昔""，""秋""","0.05,0.05,0.84"
3396,"0,1,2,3","0.0600,0.0055,0.0055,0.9290","0,3,2,1","""凜凜, 君, 寒, 歸, 泉, 瓊花, 石, 花, 苦, 落葉, 蒼茫, 風, 馬蹄""，""人, 天, 山, 崔嵬, 晴, 朵朵, 松, 猿, 玉, 翠, 芙蓉, 雨, 雪, 雲, 風力""，""信手, 暮靄, 澎湃, 盤旋, 神靈, 追隨""，""光, 天際, 奚奴, 淒淒, 自古""","0.06,0.01,0.01,0.93"
3397,"0,1,2,3","0.1542,0.0090,0.0091,0.8277","3,1,0,2","""一千, 冰霜, 掩映, 梅花, 樹, 海, 照耀, 苔, 霞光, 香, 龍""，""綺筵, 香風""，""冷, 春, 梅, 無言, 瘦影, 花""，""不覺, 亭亭玉立, 樹樹, 起來""","0.15,0.01,0.01,0.83"
3398,"0,1,2,3","0.0269,0.0259,0.0260,0.9212","0,3","""窗紗, 花, 韶光, 風""，""新綠, 暮, 江城, 竹, 龍""","0.03,0.92"
3399,"0,1,2,3","0.0330,0.0326,0.0324,0.9020","3,1,0","""春江, 楊柳, 毿毿, 陰, 魂""，""畫橋""，""新詩""","0.03,0.03,0.90"
3400,"0,1,2,3","0.0219,0.0220,0.0217,0.9344","3,0,1","""人, 夕暉, 山, 影, 松濤, 翠, 雨, 雲""，""帆""，""天際, 江""","0.02,0.02,0.93"
3401,"0,1,2,3","0.9266,0.0254,0.0234,0.0247","3,0,1","""山, 遠山""，""心, 木葉, 西風, 詩""，""不住, 枕邊, 涼月, 秋""","0.93,0.03,0.02"
3402,"0,1,2,3","0.5687,0.0183,0.0184,0.3946","0,3,1","""夜, 夢, 寒, 寶鴨, 帳, 花, 闌""，""人影, 影, 珊珊, 香""，""天月""","0.57,0.02,0.39"
3403,"0,1,2,3","0.0095,0.0093,0.0093,0.9719","3,1,0,2","""仙, 天, 星, 玉, 瓜果, 菡蓞, 輦, 銀河, 鏘鏘, 雲, 香, 鵲橋""，""石欄, 秋, 茫茫""，""伯勞, 光芒, 夜, 安排, 花, 金, 金鍼, 風""，""須臾, 飄飄""","0.01,0.01,0.01,0.97"
3404,"0,1,2,3","0.2201,0.0037,0.0037,0.7724","0,2,3,1","""人生, 君, 夜, 客, 幾時, 心緒, 新詩, 春, 桂樹, 歸, 秋風, 舟, 花, 芳草, 詞, 金, 風, 風光, 魚, 鴉""，""來往, 千萬, 古香, 桂湖, 樹梢, 轉眼, 香氣, 鬱葱""，""五色, 亭臺, 倒影, 冰壺, 劃破, 呑, 塵, 天, 山, 桂葉, 樹, 水, 水面, 池, 浮萍, 湖, 珊瑚, 琉璃, 生, 畫, 白鷺, 綠波, 聚散, 襟懷, 記得, 闌干, 雲, 香, 馥郁""，""光, 去年, 明月, 樹影""","0.22,0.00,0.00,0.77"
3405,"0,1,2,3","0.4386,0.0069,0.0069,0.5475","0,3,1","""可憐, 夢, 天涯, 思, 情, 惆悵, 春, 春夜, 昨宵, 朦朧, 江南, 脈脈, 花, 金, 長笛, 冷""，""人, 仙, 影, 琉璃, 翠, 而今, 芳意, 蝶, 雲, 香, 魂, 黯黯""，""山頂""","0.44,0.01,0.55"
3406,"0,1,2,3","0.9499,0.0168,0.0165,0.0169","0,3,2,1","""回首, 玉堂, 錦衣, 風, 驪歌""，""唱, 岫, 斜日, 樹, 雲""，""有聲, 歸程""，""凝望, 秋, 馬健""","0.95,0.02,0.02,0.02"
3407,"0,1,2,3","0.5230,0.0145,0.0145,0.4481","0,2,1,3","""勁節, 夢, 故國, 文章, 春, 歸, 波濤, 獨, 詩, 風雪""，""九霄""，""慈""，""山林, 巫峽, 雲, 靉靆, 魂""","0.52,0.01,0.01,0.45"
3408,"0,1,2,3","0.9293,0.0236,0.0234,0.0237","0,3,1","""帝鄉, 文章, 歸去, 無限, 白雲, 紅日, 長歌""，""千秋, 轉瞬""，""馬健""","0.93,0.02,0.02"
3409,"0,1,2,3","0.9656,0.0112,0.0115,0.0117","3,0,2,1","""影, 春陰, 香, 魂""，""君, 和風, 宛如, 惜, 握手, 故人, 新詩, 曲, 海棠, 簾, 紅霞, 良辰, 花, 苦""，""惟有, 撲簌""，""金谷""","0.97,0.01,0.01,0.01"
